index,when,super_hero_group,tracking,place,tracking_times,crystal_type,Unnamed_7,human_behavior_report,human_measure,crystal_weight,expected_factor_x,previous_factor_x,first_factor_x,expected_final_factor_x,final_factor_x,previous_adamantium,Unnamed_17,etherium_before_start,expected_start,start_process,start_subprocess1,start_critical_subprocess1,predicted_process_end,process_end,subprocess1_end,reported_on_tower,opened,chemical_x,raw_kryptonite,argon,pure_seastone,crystal_supergroup,Cycle,groups,target
115,6/1/2021,A,117951,2,1,group 184,8,3,-0.652058844,0.69034445,0.543183332,-0.610481336,-0.499042387,0.358498152,-0.042076466,0.754839672,-0.499042387,826.7999878,6/1/2021 3:10,6/1/2021 3:10,6/1/2021 3:15,6/1/2021 3:25,6/1/2021 4:06,6/1/2021 4:07,6/1/2021 4:06,6/1/2021 4:18,6/1/2021 4:38,51.11666667,-0.132282936,0.768375828,0.953998215,1,2ª,17,180.3361345
116,6/1/2021,A,117971,2,1,group 184,9,4,-0.272890801,0.025791233,0.27328911,-0.266529514,-0.289093413,0.252885291,0.335355653,0.47676225,-0.289093413,614.7000122,6/1/2021 4:55,6/1/2021 4:58,6/1/2021 5:02,6/1/2021 5:09,6/1/2021 5:45,6/1/2021 5:57,6/1/2021 5:55,6/1/2021 10:16,6/1/2021 10:22,52.91666667,-0.132847294,0.251900289,0.559718844,1,2ª,17,181.8907563
0,1/31/2021,B,123321,2,1,group 168,20,3,-0.84263476,-0.248161717,-0.156442148,-0.437352365,-0.640272402,-1.029592778,-1.133684065,0.130402348,-0.640272402,326.2000122,1/31/2021 15:17,1/31/2021 15:21,1/31/2021 15:32,1/31/2021 15:34,1/31/2021 16:04,1/31/2021 16:10,1/31/2021 16:04,1/31/2021 16:18,44227.69543,32.06666667,-0.133976265,-0.404252889,-0.043002352,0,1ª,18,1.297709924
1,1/31/2021,B,123351,2,1,group 149,8,4,-1.231604937,0.0259762,0.813285529,0.953539157,1.038749273,0.421570235,0.074351006,-0.197837059,1.038749273,326.2000122,1/31/2021 18:21,1/31/2021 18:21,1/31/2021 18:25,1/31/2021 18:26,1/31/2021 19:13,1/31/2021 19:07,1/31/2021 18:55,1/31/2021 19:12,44227.82866,30.73333333,-0.13529383,-0.404470566,-1.918148734,0,1ª,18,2.595419847
2,1/31/2021,C,123371,2,1,group 149,11,4,-0.774408351,0.973653588,0.415623689,1.187699814,1.17135299,-0.568868324,-0.107529178,-0.159474348,1.17135299,326.2000122,1/31/2021 20:13,1/31/2021 20:14,1/31/2021 20:18,1/31/2021 20:20,1/31/2021 21:08,1/31/2021 20:52,1/31/2021 20:44,1/31/2021 21:09,44227.90444,26.05,1.300399814,-0.404688282,-1.62332381,0,1ª,18,3.893129771
3,1/31/2021,C,123391,2,1,group 149,12,1,-0.12251378,0.10173597,1.24531441,0.346567773,0.135670363,-0.262564668,0.596117591,-0.384600432,0.135670363,326.2000122,1/31/2021 22:20,1/31/2021 22:18,1/31/2021 22:26,1/31/2021 22:28,1/31/2021 23:32,1/31/2021 23:11,1/31/2021 23:03,1/31/2021 23:25,31/01/2021 23:56,36.43333333,-0.4677522,0.772055692,0.109586549,0,1ª,18,5.190839695
4,1/31/2021,C,123401,2,1,group 149,20,4,-0.6554598,-0.229570157,0.44995539,0.556941829,0.371167757,-0.570402499,-0.395793031,-0.058569525,0.371167757,326.2000122,1/31/2021 23:10,1/31/2021 23:40,1/31/2021 23:43,1/31/2021 23:44,1/2/2021 0:20,1/2/2021 0:21,1/2/2021 0:13,1/2/2021 0:33,1/2/2021 0:59,29.9,0.824125289,-0.404906035,-0.816157391,0,1ª,18,6.488549618
5,1/2/2021,C,123411,2,1,group 149,19,3,-0.273687506,-0.939503165,0.528160449,0.095016906,-0.288289781,-0.515057793,0.057085833,-0.400992313,-0.288289781,326.2000122,1/2/2021 0:42,1/2/2021 0:45,1/2/2021 0:49,1/2/2021 0:51,1/2/2021 1:44,1/2/2021 1:11,1/2/2021 1:03,1/2/2021 1:24,1/2/2021 2:11,13.85,-0.136235235,-0.400341221,-1.030661066,0,1ª,18,7.786259542
6,1/2/2021,C,123421,2,1,group 149,14,4,-1.143141273,1.46270421,0.473519036,0.953998215,0.650364011,-0.570658456,-0.240705215,-0.11520233,0.650364011,326.2000122,1/2/2021 1:26,1/2/2021 1:47,1/2/2021 1:51,1/2/2021 1:53,1/2/2021 2:35,1/2/2021 2:36,1/2/2021 2:28,1/2/2021 2:44,1/2/2021 3:08,37.16666667,0.928010165,-0.400124267,-0.813643778,0,1ª,18,9.083969466
7,1/2/2021,C,123441,2,1,group 149,20,3,-1.306464213,0.382459098,0.379680595,0.326898858,0.255251304,-0.524502788,0.186520937,0.042261637,0.255251304,326.2000122,1/2/2021 4:00,1/2/2021 3:56,1/2/2021 4:00,1/2/2021 4:02,1/2/2021 4:45,1/2/2021 4:24,1/2/2021 4:16,1/2/2021 4:32,1/2/2021 5:17,15.33333333,0.525720445,-0.399907349,-0.043372727,0,1ª,18,10.38167939
8,1/2/2021,C,123461,2,1,group 149,14,3,-2.137579915,2.137579915,0.419143992,0.166877759,0.251309522,-0.395144629,0.180021598,0.123827456,0.251309522,326.2000122,1/2/2021 5:58,1/2/2021 5:59,1/2/2021 6:01,1/2/2021 6:02,1/2/2021 6:36,1/2/2021 6:26,1/2/2021 6:18,1/2/2021 6:39,1/2/2021 7:28,17.78333333,0.477922972,-0.399690469,-0.043557919,0,1ª,18,11.67938931
9,1/2/2021,B,622641,2,1,group 172,19,3,-1.300399814,0.110334913,-1.74961561,-1.172082539,-0.968905624,-0.966077688,-1.059303788,-0.380107675,-0.968905624,326.2000122,1/2/2021 9:14,1/2/2021 9:25,1/2/2021 9:29,1/2/2021 9:31,1/2/2021 9:59,1/2/2021 9:47,1/2/2021 9:44,1/2/2021 9:55,1/2/2021 10:34,14.71666667,-0.136611865,-0.394928569,-1.403652257,0,1ª,18,12.97709924
10,1/2/2021,B,622661,2,1,group 172,8,3,-1.070216064,0.401643744,-1.232448297,-0.597701363,-0.931960675,-0.846406543,-1.11922013,0.072678409,-0.931960675,326.2000122,1/2/2021 11:02,1/2/2021 11:00,1/2/2021 11:04,,1/2/2021 11:34,1/2/2021 11:31,1/2/2021 11:29,1/2/2021 11:53,1/2/2021 12:23,25.55,-0.136800194,0.121388108,-0.043743114,0,1ª,18,14.27480916
11,1/2/2021,B,123541,2,1,group 189,8,3,-0.654040896,0.121388108,0.253279429,0.809358486,0.895334161,-0.478155271,-0.735197646,-0.030971003,0.895334161,326.2000122,1/2/2021 15:34,1/2/2021 15:32,1/2/2021 16:09,1/2/2021 15:40,1/2/2021 16:19,1/2/2021 16:24,1/2/2021 16:21,1/2/2021 16:33,1/2/2021 16:55,44.13333333,0.960002932,-0.395144629,-0.599817734,0,1ª,18,15.57251908
12,1/2/2021,B,123561,2,1,group 189,14,4,-0.463848471,0.888372891,-0.183651672,0.234056247,0.809002719,-0.746074639,-0.565298952,-0.357447584,0.809002719,326.2000122,1/2/2021 18:02,1/2/2021 18:07,1/2/2021 18:11,1/2/2021 18:13,1/2/2021 18:39,1/2/2021 18:36,1/2/2021 18:35,1/2/2021 18:44,1/2/2021 18:52,23.23333333,1.211068157,-0.395360726,-1.108355952,0,1ª,18,16.87022901
13,1/2/2021,C,123581,2,1,group 70,19,4,-0.88796608,0.242468781,-0.812569656,0.754186435,0.217716351,-1.160556381,-1.020082209,-0.514094279,0.217716351,326.2000122,1/2/2021 20:37,1/2/2021 20:50,1/2/2021 20:53,1/2/2021 20:55,1/2/2021 21:28,1/2/2021 21:36,1/2/2021 21:27,1/2/2021 21:47,1/2/2021 22:02,34.36666667,1.431213357,-0.39557686,-0.771385072,0,1ª,18,18.16793893
14,1/2/2021,C,123611,2,1,group 70,8,4,-0.089796923,-0.969378456,-0.538725101,-0.601408545,-0.357867716,-1.075475205,-0.849441401,0.029305909,-0.357867716,326.2000122,1/2/2021 23:45,1/2/2021 23:44,1/2/2021 23:47,1/2/2021 23:51,2/2/2021 0:33,2/2/2021 0:37,2/2/2021 0:14,2/2/2021 0:49,2/2/2021 1:17,27.45,-1.140418358,-0.395793031,-1.615685809,0,1ª,18,19.46564885
15,2/2/2021,C,123631,2,1,group 70,14,3,-0.465683751,0.12251378,-0.237573674,-0.635275212,-0.970799559,-1.005136823,-1.019559232,-0.751579897,-0.970799559,326.2000122,2/2/2021 1:52,2/2/2021 1:58,2/2/2021 2:00,,2/2/2021 2:45,2/2/2021 2:45,2/2/2021 2:32,2/2/2021 2:50,2/2/2021 3:24,32.66666667,-0.126643923,0.261772693,-0.326281914,0,1ª,18,20.76335878
16,2/2/2021,C,123661,2,1,group 70,8,4,-0.78905259,-0.271895406,-1.092839346,-0.466143062,-0.797375309,-1.282758626,-1.135022703,-0.352625073,-0.797375309,326.2000122,2/2/2021 4:39,2/2/2021 4:42,2/2/2021 4:48,2/2/2021 4:51,2/2/2021 5:20,2/2/2021 5:22,2/2/2021 5:14,2/2/2021 5:30,2/2/2021 5:36,25.6,-1.013842932,-0.396009239,-1.540053299,0,1ª,18,22.0610687
17,2/2/2021,C,123671,2,1,group 70,20,1,-0.701142076,-0.589027285,0.017099589,-0.857483309,-0.563773624,-1.039293338,-0.810783609,0.112206365,-0.563773624,326.2000122,2/2/2021 5:39,2/2/2021 5:41,2/2/2021 5:46,2/2/2021 5:50,2/2/2021 6:17,2/2/2021 6:13,2/2/2021 6:05,2/2/2021 6:22,2/2/2021 6:39,19.51666667,-0.127958959,0.215585372,-0.043928312,0,1ª,18,23.35877863
18,2/2/2021,D,622841,2,1,group 70,8,3,-0.236205092,-0.480015524,-0.766377373,-0.532322961,-0.600347667,-1.070216064,-0.984743803,-0.534534125,-0.600347667,326.2000122,2/2/2021 8:41,2/2/2021 8:43,2/2/2021 8:52,2/2/2021 8:55,2/2/2021 9:28,2/2/2021 9:19,2/2/2021 9:11,2/2/2021 9:26,2/2/2021 9:58,18.56666667,-0.129086485,-0.396225485,-1.613181178,0,1ª,18,24.65648855
19,2/2/2021,D,123721,2,1,group 70,8,4,-0.273089945,-0.043002352,-1.260412802,-0.14415275,-0.010074252,-1.610696624,-1.209468731,-0.086816289,-0.010074252,3.68399978,2/2/2021 12:20,2/2/2021 12:21,2/2/2021 12:25,2/2/2021 12:27,2/2/2021 12:58,2/2/2021 13:05,2/2/2021 12:58,2/2/2021 13:10,2/2/2021 13:15,32.96666667,1.00311033,-0.396441767,-0.787332402,0,1ª,18,25.95419847
20,2/2/2021,D,123731,2,1,group 70,16,3,-0.203032395,0.32792765,-0.905312122,-0.419584759,-0.239726104,-1.266800364,-0.972224593,-0.155684549,-0.239726104,326.2000122,2/2/2021 13:22,2/2/2021 13:23,2/2/2021 13:27,2/2/2021 13:31,2/2/2021 14:04,2/2/2021 14:03,2/2/2021 13:52,2/2/2021 14:10,2/2/2021 14:20,24.41666667,0.542686909,-0.396658086,-0.042446811,0,1ª,18,27.2519084
21,2/2/2021,D,622901,2,1,group 12,20,3,-1.005644738,-0.071935163,-0.436681143,-0.443861332,-0.565807979,-0.907413682,-0.878289462,-0.63610587,-0.565807979,326.2000122,2/2/2021 16:18,2/2/2021 16:15,2/2/2021 16:19,2/2/2021 16:21,2/2/2021 16:43,2/2/2021 16:38,2/2/2021 16:37,2/2/2021 16:48,2/2/2021 17:11,17.53333333,-1.114074807,-0.396874442,-0.664604068,0,1ª,18,28.54961832
22,2/2/2021,D,622911,2,1,group 12,16,3,0.105472717,-0.087188783,-0.487959035,-1.33392054,-0.964669495,-0.983769802,-1.056473682,-0.32053566,-0.964669495,326.2000122,2/2/2021 17:10,2/2/2021 17:08,2/2/2021 17:13,2/2/2021 17:15,2/2/2021 17:36,2/2/2021 17:44,2/2/2021 17:43,2/2/2021 17:57,2/2/2021 18:06,29.7,-1.434092196,0.385243519,-0.229765011,0,1ª,18,29.84732824
23,2/2/2021,D,123781,2,1,group 12,12,3,0.059682464,0.448146277,-0.290701798,-1.164125149,-0.851727855,-0.910792946,-0.919333426,-0.277077398,-0.851727855,326.2000122,2/2/2021 18:31,2/2/2021 18:37,2/2/2021 18:41,2/2/2021 19:03,2/2/2021 18:59,2/2/2021 19:14,2/2/2021 19:13,2/2/2021 19:25,2/2/2021 19:53,31.98333333,-0.764716658,0.437576193,-0.213262897,0,1ª,18,31.14503817
24,2/2/2021,B,123801,2,1,group 12,20,3,-1.008192131,-0.062465463,-0.612092859,-0.699331149,-0.63334041,-0.905731794,-1.01747288,-0.16194017,-0.63334041,326.2000122,2/2/2021 20:37,2/2/2021 20:34,2/2/2021 20:39,,2/2/2021 21:02,2/2/2021 21:00,2/2/2021 20:59,2/2/2021 21:08,2/2/2021 21:36,20.53333333,-0.792853536,-0.394712545,-1.195344799,0,1ª,18,32.44274809
25,2/2/2021,B,123821,2,1,group 12,14,4,0.065620701,0.141511619,-0.768375828,-0.470747047,-0.288088932,-0.922787455,-0.944892326,0.128522682,-0.288088932,326.2000122,2/2/2021 22:22,2/2/2021 22:21,2/2/2021 22:25,,2/2/2021 22:54,2/2/2021 22:49,2/2/2021 22:48,2/2/2021 23:05,2/2/2021 23:30,23.46666667,0.604066684,0.063207758,-0.045039563,0,1ª,18,33.74045802
26,2/2/2021,B,123831,2,1,group 12,15,4,-0.270701642,0.865246767,-0.823760841,-0.967489721,-0.739974737,-0.922354497,-0.907834957,-0.393201411,-0.739974737,326.2000122,2/2/2021 23:29,2/2/2021 23:26,2/2/2021 23:30,,2/2/2021 23:56,2/2/2021 23:50,2/2/2021 23:49,3/2/2021 0:09,3/2/2021 0:30,19.4,-0.13021434,-0.397090836,-0.772391263,0,1ª,18,35.03816794
27,3/2/2021,B,123851,2,1,group 12,12,3,-0.415843405,0.678239954,-0.438023981,-0.03004593,0.281273731,-0.921921885,-0.946700964,-0.280673651,0.281273731,326.2000122,3/2/2021 1:33,3/2/2021 1:30,3/2/2021 1:34,3/2/2021 1:57,3/2/2021 2:01,3/2/2021 2:02,3/2/2021 2:02,3/2/2021 2:11,3/2/2021 2:34,27.71666667,0.988658618,-0.397523735,-0.892457278,0,1ª,18,36.33587786
28,3/2/2021,B,123871,2,1,group 12,20,4,-1.12903054,0.163268734,-0.661734599,-0.504510992,-0.525964163,-0.921057693,-0.818320155,-0.117263253,-0.525964163,326.2000122,3/2/2021 3:31,3/2/2021 3:29,3/2/2021 3:33,,3/2/2021 3:59,3/2/2021 3:51,3/2/2021 3:49,3/2/2021 3:59,3/2/2021 4:31,16.51666667,-0.461330048,-0.39774024,-1.032804726,0,1ª,18,37.63358779
29,3/2/2021,B,123891,2,1,group 12,14,4,-0.779818311,1.312626259,-0.721063635,-0.836649291,-0.695123384,-0.920626113,-0.820128323,-0.102669886,-0.695123384,326.2000122,3/2/2021 5:20,3/2/2021 5:17,3/2/2021 5:22,3/2/2021 5:24,3/2/2021 5:55,3/2/2021 5:44,3/2/2021 5:38,3/2/2021 5:54,3/2/2021 6:25,16.45,-0.878689375,-0.397956783,-1.532224985,0,1ª,18,38.93129771
30,3/2/2021,D,123921,2,1,group 12,11,1,-0.599288138,0.517712402,0.067291647,-0.256237985,-0.206116275,-0.802633595,-0.702049266,-0.387174698,-0.206116275,326.2000122,3/2/2021 8:29,3/2/2021 8:31,3/2/2021 8:34,3/2/2021 8:53,3/2/2021 8:59,3/2/2021 8:55,3/2/2021 8:55,3/2/2021 9:04,3/2/2021 9:30,21.05,-0.137553609,-0.398173362,-0.791814645,0,1ª,18,40.22900763
31,3/2/2021,D,123941,2,1,group 188,11,4,-0.510009941,0.141700205,0.469594186,0.02153747,0.361443966,0.2554486,0.108838307,-0.561743925,0.361443966,326.2000122,3/2/2021 11:57,3/2/2021 11:54,3/2/2021 11:58,3/2/2021 12:08,3/2/2021 12:38,3/2/2021 12:42,3/2/2021 12:40,3/2/2021 13:05,3/2/2021 13:10,41.8,-0.140568838,0.202647183,-0.219073457,0,1ª,18,41.52671756
32,3/2/2021,D,623101,2,1,group 188,9,3,-0.652907667,-0.204188395,0.393848819,-0.065435064,-0.252688251,-0.570146617,-0.504272601,-0.458589335,-0.252688251,326.2000122,3/2/2021 12:59,3/2/2021 13:00,3/2/2021 13:05,3/2/2021 13:08,3/2/2021 13:37,3/2/2021 13:35,3/2/2021 13:34,3/2/2021 13:48,3/2/2021 14:05,29.4,-0.452447741,0.267522031,-0.226454851,0,1ª,18,42.82442748
33,3/2/2021,D,623111,2,1,group 188,8,3,-0.509290943,0.376694901,0.380107675,0.367354534,0.328957137,-0.491247818,0.042261637,-0.081045651,0.328957137,326.2000122,3/2/2021 14:39,3/2/2021 14:37,3/2/2021 14:42,3/2/2021 14:44,3/2/2021 15:29,3/2/2021 15:06,3/2/2021 15:05,3/2/2021 15:23,3/2/2021 16:02,23.2,-0.584073118,-0.39838998,-1.618210878,0,1ª,18,44.1221374
34,3/2/2021,D,623121,2,1,group 1,2,3,-0.198221529,-0.614516123,-0.357867716,0.081789938,0.322995727,0.539961344,0.520374328,0.895334161,0.322995727,721.7000122,3/2/2021 16:05,3/2/2021 16:07,3/2/2021 16:17,3/2/2021 16:19,3/2/2021 16:31,3/2/2021 16:42,3/2/2021 16:42,3/2/2021 16:52,3/2/2021 17:40,24.81666667,-0.576824036,-0.398606634,0.679412113,0,1ª,18,45.41984733
35,3/2/2021,D,123991,2,1,group 184,8,4,-0.197837059,0.065063801,0.541942775,0.421128731,0.698728525,1.296409403,1.524580083,1.29050011,0.698728525,689.9000244,3/2/2021 18:04,3/2/2021 18:11,3/2/2021 18:16,3/2/2021 18:23,3/2/2021 19:14,3/2/2021 18:56,3/2/2021 18:55,3/2/2021 19:31,3/2/2021 19:40,39.2,-0.145662869,0.352834405,0.722308308,1,1ª,18,46.71755725
36,3/2/2021,D,124011,2,1,group 184,2,4,0.052821593,-0.439368401,0.095949582,0.199567638,0.565298952,0.472363159,0.346359356,0.252294231,0.565298952,376.3999939,3/2/2021 20:01,3/2/2021 19:57,3/2/2021 19:59,3/2/2021 20:04,3/2/2021 20:58,3/2/2021 20:39,3/2/2021 20:35,3/2/2021 20:53,3/2/2021 21:28,36.5,-0.725742757,-0.398823326,0.345525989,1,1ª,18,48.01526718
37,3/2/2021,B,623181,2,1,group 184,11,3,-0.095389956,0.153412821,0.104538258,0.334115102,0.355139105,0.415623689,0.183078183,0.332875578,0.355139105,405.8999939,3/2/2021 22:35,3/2/2021 22:32,3/2/2021 22:33,3/2/2021 22:40,3/2/2021 23:12,3/2/2021 23:10,3/2/2021 23:08,3/2/2021 23:21,3/2/2021 23:28,35.18333333,-0.859027724,-0.399040056,0.404688282,1,1ª,18,49.3129771
38,4/2/2021,B,623211,2,2,group 1,9,1,-0.510729468,-0.023386828,0.887153338,-0.294326186,1.371950321,-0.072678409,1.679808367,0.319102412,1.371950321,4.88899994,4/2/2021 1:27,4/2/2021 1:42,4/2/2021 1:42,,,4/2/2021 2:16,4/2/2021 2:00,4/2/2021 4:21,4/2/2021 4:26,17.85,-1.319943648,-0.399256823,-0.978927565,0,1ª,18,50.61068702
39,4/2/2021,B,623211,2,3,group 1,9,2,-0.473750363,-0.655743897,0.875497901,-0.411456658,-0.705385564,1.10084181,1.150718016,0.32033083,-0.705385564,326.2000122,4/2/2021 3:50,4/2/2021 3:17,4/2/2021 3:20,,4/2/2021 3:50,4/2/2021 4:00,4/2/2021 3:59,4/2/2021 4:21,4/2/2021 4:26,39.7,-0.138872461,1.060440596,0.797026323,0,1ª,18,51.90839695
40,4/2/2021,B,623221,2,1,group 1,8,4,-1.222441553,-0.015620454,-0.769711549,-0.578630601,-0.007855964,0.234837394,-0.017469384,0.273886737,-0.007855964,326.2000122,4/2/2021 4:42,4/2/2021 4:39,,,,4/2/2021 4:39,,,,27.88333333,-0.139060907,-0.399473627,-0.045410005,0,1ª,18,53.20610687
41,4/2/2021,B,623221,2,2,group 1,8,4,-1.223266134,1.29050011,-0.770045908,-1.877521714,-1.237545647,0.235032725,-0.235423442,0.274085989,-1.237545647,326.2000122,4/2/2021 4:42,4/2/2021 4:40,4/2/2021 4:43,,4/2/2021 5:20,4/2/2021 5:14,4/2/2021 5:12,4/2/2021 5:34,4/2/2021 5:51,28.48333333,-0.140757374,0.841507889,1.086175711,0,1ª,18,54.50381679
42,4/2/2021,B,623241,2,1,group 1,12,4,0.100615504,0.896158855,-0.37563021,0.369259803,1.012295387,0.235228075,0.479317541,0.355768314,1.012295387,326.2000122,4/2/2021 5:50,4/2/2021 5:54,4/2/2021 5:58,,4/2/2021 6:39,4/2/2021 6:26,4/2/2021 6:25,4/2/2021 6:47,4/2/2021 7:12,27.81666667,0.760748049,-0.405123827,0.488193598,0,1ª,18,55.80152672
43,4/2/2021,B,623251,2,1,group 1,11,3,-0.45722156,1.032804726,-0.123827456,0.299372942,0.819404413,0.540703883,0.621829638,0.241684788,0.819404413,326.2000122,4/2/2021 7:18,4/2/2021 7:21,4/2/2021 7:24,,4/2/2021 7:44,4/2/2021 7:51,4/2/2021 7:48,4/2/2021 8:15,4/2/2021 8:37,23.85,-0.608337558,-0.397307267,0.644181323,0,1ª,18,57.09923664
44,4/2/2021,A,623271,2,1,group 1,16,4,-0.473056533,0.581477147,-0.800875911,0.07026315,0.680586142,0.028935911,0.183842861,0.939056526,0.680586142,326.2000122,4/2/2021 8:54,4/2/2021 9:05,4/2/2021 9:08,,4/2/2021 9:33,4/2/2021 9:47,4/2/2021 9:44,4/2/2021 9:59,4/2/2021 10:12,35.71666667,-1.113435775,-0.405341658,0.504272601,0,1ª,18,58.39694656
45,4/2/2021,A,124141,2,1,group 1,12,3,0.215779016,0.353462587,-0.465224638,-0.741574625,-0.28407679,0.476994291,0.352206501,1.84228343,-0.28407679,326.2000122,4/2/2021 10:25,4/2/2021 10:31,4/2/2021 10:33,,4/2/2021 11:02,4/2/2021 11:07,4/2/2021 11:07,4/2/2021 11:19,4/2/2021 11:41,33.76666667,-0.142831935,0.415404012,0.857869029,0,1ª,18,59.69465649
46,4/2/2021,A,124161,2,1,group 5,20,2,-1.532224985,0.04763292,0.054489971,0.371167757,0.517954092,1.089192648,1.090404993,0.102669886,0.517954092,326.2000122,4/2/2021 18:29,4/2/2021 18:33,4/2/2021 18:35,4/2/2021 18:36,4/2/2021 19:08,4/2/2021 19:15,4/2/2021 19:15,4/2/2021 19:25,4/2/2021 19:38,40.2,-0.143020592,0.844140591,0.184607755,0,1ª,18,60.99236641
47,4/2/2021,D,124191,2,1,group 145,20,4,-0.969378456,0.343236697,-0.430212783,-0.426437691,0.014880912,-0.073979282,-0.388033927,-0.065806344,0.014880912,326.2000122,4/2/2021 21:41,4/2/2021 21:44,4/2/2021 21:48,4/2/2021 21:49,4/2/2021 22:37,4/2/2021 22:40,4/2/2021 22:32,4/2/2021 22:53,4/2/2021 23:01,43.7,-0.107716174,0.668061945,-0.249341564,0,1ª,18,62.29007634
48,4/2/2021,D,623331,2,1,group 145,15,3,0.642503667,0.016544905,-0.799823672,0.271497399,0.031896129,-0.863296139,-0.351788053,-0.675901209,0.031896129,326.2000122,4/2/2021 23:57,4/2/2021 23:52,4/2/2021 23:57,,,5/2/2021 0:26,5/2/2021 0:18,,,21,0.551162905,-0.40839534,-1.05987185,0,1ª,18,63.58778626
49,5/2/2021,D,623331,2,2,group 145,15,3,0.606199356,0.076767717,-0.798773201,-1.55216183,-1.33392054,0.697524796,0.810783609,-0.674151991,-1.33392054,326.2000122,5/2/2021 1:16,5/2/2021 0:51,5/2/2021 0:56,5/2/2021 1:08,5/2/2021 2:47,5/2/2021 1:22,5/2/2021 1:19,,,22.85,-0.12514156,1.071962527,0.467062273,0,1ª,18,64.88549618
50,5/2/2021,D,124241,2,1,group 145,8,3,-0.422011903,-0.195147397,-0.464306997,-0.255251304,-0.210556247,-0.638603129,-0.633616519,-0.191693399,-0.210556247,326.2000122,5/2/2021 2:53,5/2/2021 2:53,5/2/2021 2:59,,5/2/2021 3:40,5/2/2021 3:37,5/2/2021 3:26,5/2/2021 3:47,5/2/2021 4:16,26.4,-0.108090188,-0.411675618,-0.045780459,0,1ª,18,66.18320611
51,5/2/2021,D,124261,2,1,group 145,20,4,-1.08377632,0.346984697,-1.053099741,-0.107716174,0.154548486,-0.862906801,-0.716107124,-0.057085833,0.154548486,326.2000122,5/2/2021 5:06,5/2/2021 5:00,5/2/2021 5:04,5/2/2021 5:06,5/2/2021 5:38,5/2/2021 5:45,5/2/2021 5:38,5/2/2021 5:53,5/2/2021 5:59,34.15,-0.606466328,-0.411894618,-0.045965691,0,1ª,18,67.48091603
52,5/2/2021,D,124281,2,1,group 145,11,4,-0.083278785,-0.103043503,-1.239259143,-0.764716658,-0.885531362,-0.918473338,-0.760748049,-0.554424704,-0.885531362,326.2000122,5/2/2021 7:10,5/2/2021 7:09,5/2/2021 7:13,,5/2/2021 7:37,5/2/2021 7:48,5/2/2021 7:41,5/2/2021 7:53,5/2/2021 7:57,27.53333333,-0.109025356,0.260783185,-0.325665219,0,1ª,18,68.77862595
53,5/2/2021,A,124301,2,1,group 145,16,4,-0.708126988,0.598758878,-0.21171586,0.030600968,0.370107449,-0.226454851,-0.526939663,-0.120262744,0.370107449,5.40899992,5/2/2021 9:23,5/2/2021 9:20,5/2/2021 9:24,,5/2/2021 10:36,5/2/2021 10:39,5/2/2021 10:27,5/2/2021 10:46,5/2/2021 11:02,62.56666667,-0.109212413,0.612361756,-0.250915776,0,1ª,18,70.07633588
54,5/2/2021,A,623431,2,1,group 145,9,3,-1.027463225,-0.008595384,-1.289523943,-1.613181178,-1.097747287,-0.836649291,-0.720442135,-0.509770216,-1.097747287,326.2000122,5/2/2021 11:52,5/2/2021 11:56,5/2/2021 12:02,,,5/2/2021 12:44,5/2/2021 12:36,5/2/2021 15:35,5/2/2021 16:02,34.76666667,-1.71965811,0.931080271,0.255054027,0,1ª,18,71.3740458
55,5/2/2021,A,623431,2,2,group 145,9,4,-1.168447193,-0.0622799,-1.295418224,-1.787565022,-2.137579915,-0.719510928,-0.763391116,-0.510009941,-2.137579915,326.2000122,5/2/2021 14:05,5/2/2021 14:03,5/2/2021 14:42,5/2/2021 14:26,5/2/2021 15:19,5/2/2021 15:17,5/2/2021 15:10,5/2/2021 15:35,5/2/2021 16:02,62.78333333,-0.933725831,1.477138167,0.77038044,0,1ª,18,72.67175573
56,5/2/2021,A,124351,2,1,group 145,19,3,-0.990134515,0.493839335,-0.491247818,-0.714565414,-0.462474058,-0.752881887,-0.40251285,0.064135724,-0.462474058,326.2000122,5/2/2021 16:27,5/2/2021 16:29,5/2/2021 16:32,,5/2/2021 17:45,5/2/2021 17:11,5/2/2021 17:03,5/2/2021 17:20,5/2/2021 17:56,30.96666667,-0.11014781,0.549661409,-0.420246216,0,1ª,18,73.96946565
57,5/2/2021,A,623481,2,1,group 163,8,3,-0.781858855,0.213069462,-0.116701085,-0.953998215,-0.842258898,-0.766377373,-0.799823672,-0.133599904,-0.842258898,326.2000122,5/2/2021 19:36,5/2/2021 19:38,5/2/2021 19:45,,5/2/2021 20:23,5/2/2021 20:25,5/2/2021 20:16,5/2/2021 21:11,5/2/2021 21:25,31.31666667,-0.110334913,0.496201027,-0.418042785,0,1ª,18,75.26717557
58,5/2/2021,D,623491,2,1,group 163,20,4,-1.142458955,0.290098478,-1.040383318,-0.920194876,-1.074301365,-2.049266566,-1.459577985,-0.862517725,-1.074301365,326.2000122,5/2/2021 21:03,5/2/2021 21:11,5/2/2021 21:15,,5/2/2021 21:50,5/2/2021 21:46,5/2/2021 21:38,5/2/2021 21:54,5/2/2021 22:23,22.26666667,-0.93064061,-0.412113657,-0.85440669,0,1ª,18,76.5648855
